No.,Headword,Group
1528,aloe,A
1529,aloe vera,A
1530,aloft,A
1531,aloha,A
1532,aloha shirt,A
1533,aloha-shirt,A
1534,alone,A
1535,along,A
1536,alongside,A
1537,aloo,A
1538,aloof,A
1539,aloofness,A
1540,alopecia,A
1541,aloud,A
1542,alpaca,A
1543,alpenhorn,A
1544,alpha,A
1545,alphabet,A
1546,alphabetic,A
1547,alphabetical,A
1548,alphabetically,A
1549,alphabetize,A
1550,alphabet soup,A
1551,alphabet-soup,A
1552,alpha geek,A
1553,alpha-geek,A
1554,alpha male,A
1555,alpha-male,A
1556,alphanumeric,A
1557,alpha particle,A
1558,alpha-particle,A
1559,alpha radiation,A
1560,alpha-radiation,A
1561,alpha test,A
1562,alpha-test,A
1563,alpha version,A
1564,alpha-version,A
1565,alphorn,A
1566,alpine,A
1567,Alpine skiing,A
1568,alpinism,A
1569,alpinist,A
1570,already,A
1571,alright,A
1572,Alsatian,A
1573,also,A
1574,also-ran,A
1575,altar,A
1576,altar boy,A
1577,altarpiece,A
1578,altcoin,A
1579,alter,A
1580,alterable,A
1581,alteration,A
1582,altercation,A
1583,alter ego,A
1584,alter-ego,A
1585,alternate,A
1586,alternate angles,A
1587,alternate-angles,A
1588,alternately,A
1589,alternating current,A
1590,alternating-current,A
1591,alternation,A
1592,alternative,A
1593,alternative energy,A
1594,alternative-energy,A
1595,alternative fuel,A
1596,alternative-fuel,A
1597,alternatively,A
1598,alternative medicine,A
1599,alternative-medicine,A
1600,alternative vote,A
1601,alternative-vote,A
1602,alternator,A
1603,Althea,A
1604,although,A
1605,altimeter,A
1606,altitude,A
1607,altitude sickness,A
1608,altitude-sickness,A
1609,Alt key,A
1610,alto,A
1611,altocumulus,A
1612,altogether,A
1613,Altoids,A
1614,altostratus,A
1615,alt-right,A
1616,altruism,A
1617,altruistic,A
1618,alu,A
1619,alum,A
1620,alumina,A
1621,aluminium,A
1622,alumna,A
1623,alumni,A
1624,alumnus,A
1625,alveolar,A
1626,alveolus,A
1627,always,A
1628,always-on,A
1629,Alyssa,A
1630,alyssum,A
1631,alzheimer-s,A
1632,Alzheimer’s,A
1633,am,A
1634,a.m.,A
1635,a-m,A
1636,amah,A
1637,amalgam,A
1638,amalgamate,A
1639,amalgamation,A
1640,Amanda,A
1641,amanuensis,A
1642,amaretti,A
1643,Amarillo,A
1644,amaryllis,A
1645,amasi,A
1646,amass,A
1647,amateur,A
1648,amateur dramatics,A
1649,amateur-dramatics,A
1650,amateurish,A
1651,amateurism,A
1652,amatory,A
1653,amaze,A
1654,amazed,A
1655,amazement,A
1656,amazing,A
1657,amazingly,A
1658,Amazon,A
1659,ambassador,A
1660,ambassador-at-large,A
1661,ambassadorial,A
1662,ambassadress,A
1663,amber,A
1664,amber fluid,A
1665,amber-fluid,A
1666,ambergris,A
1667,ambi-,A
1668,ambidextrous,A
1669,ambience,A
1670,ambient,A
1671,ambiguity,A
1672,ambiguous,A
1673,ambiguously,A
1674,ambit,A
1675,ambition,A
1676,ambitious,A
1677,ambitiously,A
1678,ambivalence,A
1679,ambivalent,A
1680,ambivalently,A
1681,amble,A
1682,Ambridge,A
1683,ambrosia,A
1684,ambulance,A
1685,ambulance chaser,A
1686,ambulance-chaser,A
1687,ambulance worker,A
1688,ambulance-worker,A
1689,ambulant,A
1690,ambulatory,A
1691,ambush,A
1692,ameba,A
1693,amebic,A
1694,Amelia,A
1695,ameliorate,A
1696,amelioration,A
1697,amen,A
1698,amenable,A
1699,amend,A
1700,amendment,A
1701,amends,A
1702,amenity,A
1703,amenorrhoea,A
1704,Amerasian,A
1705,America,A
1706,American,A
1707,Americana,A
1708,American breakfast,A
1709,American cheese,A
1710,american-expresstm,A
1711,American football,A
1712,Americanism,A
1713,Americanization,A
1714,Americanize,A
1715,Americano,A
1716,American plan,A
1717,americium,A
1718,AmeriCorps,A
1719,Amerindian,A
1720,amethyst,A
1721,Amex,A
1722,amiability,A
1723,amiable,A
1724,amiably,A
1725,amicable,A
1726,amicably,A
1727,amid,A
1728,amidships,A
1729,a-midsummer-night-s-dream,A
1730,amigo,A
1731,amino acid,A
1732,amino-acid,A
1733,amir,A
1734,Amish,A
1735,amiss,A
1736,amity,A
1737,amma,A
1738,ammeter,A
1739,ammo,A
1740,ammonia,A
1741,ammonite,A
1742,ammonium,A
1743,ammunition,A
1744,amnesia,A
1745,amnesiac,A
1746,amnesty,A
1747,amniocentesis,A
1748,amniotic fluid,A
1749,amniotic-fluid,A
1750,amn’t,A
1751,amoeba,A
1752,amoebic,A
1753,amoebic dysentery,A
1754,amoebic-dysentery,A
1755,amok,A
1756,among,A
1757,amoral,A
1758,amorality,A
1759,amorous,A
1760,amorously,A
1761,amorphous,A
1762,amortization,A
1763,amortize,A
1764,amount,A
1765,amount to,A
1766,amount-to,A
1767,amour,A
1768,amour propre,A
1769,amp,A
1770,amped,A
1771,amperage,A
1772,ampersand,A
1773,amphetamine,A
1774,amphibian,A
1775,amphibious,A
1776,amphitheatre,A
1777,amphora,A
1778,ampicillin,A
1779,ample,A
1780,amplification,A
1781,amplifier,A
1782,amplify,A
1783,amplitude,A
1784,amply,A
1785,ampoule,A
1786,amputate,A
1787,amputation,A
1788,amputee,A
1789,amtraktm,A
1790,Amtrak™,A
1791,amulet,A
1792,amuse,A
1793,amuse-bouche,A
1794,amused,A
1795,amuse-gueule,A
1796,amusement,A
1797,amusement arcade,A
1798,amusement park,A
1799,amusement-park,A
1800,amusing,A
1801,amusingly,A
1802,Amway™,A
1803,Amy,A
1804,amygdala,A
1805,amylase,A
1806,amyl nitrite,A
1807,amyl-nitrite,A
1808,an,A
1809,-an,A
1810,-ana,A
1811,Anabaptist,A
1812,anabolic steroid,A
1813,anachronism,A
1814,anachronistic,A
1815,anacintm,A
1816,Anacin™,A
1817,anaconda,A
1818,anadintm,A
1819,Anadin™,A
1820,anaemia,A
1821,anaemic,A
1822,anaerobic,A
1823,anaesthesia,A
1824,anaesthesiologist,A
1825,anaesthetic,A
1826,anaesthetist,A
1827,anaesthetize,A
1828,Anaglypta™,A
1829,anagram,A
1830,anal,A
1831,analgesia,A
1832,analgesic,A
1833,anally,A
1834,analogous,A
1835,analogue,A
1836,analogy,A
1837,analphabetic,A
1838,anal-retentive,A
1839,analysand,A
1840,analyse,A
1841,analysis,A
1842,analyst,A
1843,analytic,A
1844,analytical,A
1845,analytically,A
1846,analytics,A
1847,anapaest,A
1848,anapaestic,A
1849,anaphor,A
1850,anaphora,A
1851,anaphoric,A
1852,anaphylactic,A
1853,anaphylaxis,A
1854,anarchic,A
1855,anarchism,A
1856,anarchist,A
1857,anarchistic,A
1858,anarchy,A
1859,Anasazi,A
1860,anathema,A
1861,anatomical,A
1862,anatomically,A
1863,anatomist,A
1864,anatomy,A
1865,ANC,A
1866,-ance,A
1867,ance,A
1868,ancestor,A
1869,ancestral,A
1870,ancestry,A
1871,anchor,A
1872,anchorage,A
1873,anchoress,A
1874,anchorite,A
1875,anchorman,A
1876,anchorwoman,A
1877,anchovy,A
1878,ancient,A
1879,ancient history,A
1880,ancient lights,A
1881,anciently,A
1882,ancient monument,A
1883,ancient-monument,A
1884,ancillary,A
1885,-ancy,A
1886,and,A
1887,andante,A
1888,Anderson shelter,A
1889,and/or,A
1890,and-or,A
1891,Andorra,A
1892,Andorran,A
1893,Andrew,A
1894,Andrex™,A
1895,androgen,A
1896,androgynous,A
1897,android,A
1898,Android™,A
1899,Andy,A
1900,andy-capptm,A
1901,anecdotal,A
1902,anecdotally,A
1903,anecdote,A
1904,anemia,A
1905,anemic,A
1906,anemometer,A
1907,anemone,A
1908,anemone fish,A
1909,aneroid,A
1910,anesthesia,A
1911,anesthesiologist,A
1912,anesthetic,A
1913,anesthetist,A
1914,anesthetize,A
1915,aneurysm,A
1916,anew,A
1917,Anfield,A
1918,angel,A
1919,Angela,A
1920,angel dust,A
1921,angel-dust,A
1922,Angeleno,A
1923,angelfish,A
1924,angel food cake,A
1925,angel-food-cake,A
1926,angel hair,A
1927,angel-hair,A
1928,angelic,A
1929,angelica,A
1930,angelically,A
1931,angel investor,A
1932,angelus,A
1933,anger,A
1934,Angie,A
1935,angina,A
1936,angioplasty,A
1937,angle,A
1938,angle bracket,A
1939,angle-bracket,A
1940,angle for,A
1941,angle-for,A
1942,angle grinder,A
1943,angle-grinder,A
1944,Anglepoise™,A
1945,angler,A
1946,Anglesey,A
1947,Anglican,A
1948,Anglicism,A
1949,anglicize,A
1950,angling,A
1951,Anglo,A
1952,Anglo-,A
1953,anglomania,A
1954,Anglophile,A
1955,Anglophobe,A
1956,Anglophobia,A
1957,Anglophobic,A
1958,anglophone,A
1959,Angola,A
1960,Angolan,A
1961,angora,A
1962,angosturatm,A
1963,Angostura™,A
1964,angrez,A
1965,angrily,A
1966,angry,A
1967,angry young man,A
1968,angry-young-man,A
1969,angst,A
1970,angst-ridden,A
1971,angstrom,A
1972,angsty,A
1973,anguish,A
1974,anguished,A
1975,angular,A
1976,Angus,A
1977,animal,A
1978,animal companion,A
1979,animal-companion,A
1980,animal control officer,A
1981,animal crackers,A
1982,animal husbandry,A
1983,animal rights,A
1984,animal-rights,A
1985,animate,A
1986,animated,A
1987,animatedly,A
1988,animateur,A
1989,animation,A
1990,animato,A
1991,animator,A
1992,animatronic,A
1993,animatronics,A
1994,anime,A
1995,animism,A
1996,animist,A
1997,animistic,A
1998,animosity,A
1999,animus,A
2000,anion,A
2001,anise,A
2002,aniseed,A
2003,Anita,A
2004,ankh,A
2005,ankle,A
2006,ankle-biter,A
2007,ankle sock,A
2008,ankle-sock,A
2009,anklet,A
2010,ankylosaur,A
2011,ankylosis,A
2012,anna,A
2013,Annabel,A
2014,annalist,A
2015,annals,A
2016,Annapolis,A
2017,Anne,A
2018,anneal,A
2019,Annette,A
2020,annex,A
2021,annexation,A
2022,annexe,A
2023,annihilate,A
2024,annihilation,A
2025,anniversary,A
2026,annotate,A
2027,annotated,A
2028,annotation,A
2029,announce,A
2030,announcement,A
2031,announcer,A
2032,annoy,A
2033,annoyance,A
2034,annoyed,A
2035,annoying,A
2036,annoyingly,A
2037,annual,A
2038,annual general meeting,A
2039,annual-general-meeting,A
2040,annualized,A
2041,annually,A
2042,annuity,A
2043,annul,A
2044,annular,A
2045,annulment,A
2046,annunciator,A
2047,annus horribilis,A
2048,annus mirabilis,A
2049,anode,A
2050,anodize,A
2051,anodyne,A
2052,anoint,A
2053,anomalous,A
2054,anomalously,A
2055,anomaly,A
2056,anomia,A
2057,anomie,A
2058,anon,A
2059,anon.,A
2060,anonymity,A
2061,anonymization,A
2062,anonymize,A
2063,anonymous,A
2064,anonymous FTP,A
2065,anonymously,A
2066,anorak,A
2067,anorexia,A
2068,anorexic,A
2069,another,A
2070,another place,A
2071,ANSI,A
2072,answer,A
2073,answerable,A
2074,answer back,A
2075,answer-back,A
2076,answer for,A
2077,answer-for,A
2078,answering machine,A
2079,answering-machine,A
2080,answerphone,A
2081,answer to,A
2082,answer-to,A
2083,ant,A
2084,-ant,A
2085,antacid,A
2086,antagonism,A
2087,antagonist,A
2088,antagonistic,A
2089,antagonistically,A
2090,antagonize,A
2091,Antarctic,A
2092,Antarctica,A
2093,ante,A
2094,ante-,A
2095,anteater,A
2096,antebellum,A
2097,antecedent,A
2098,antechamber,A
2099,antedate,A
2100,antediluvian,A
2101,antelope,A
2102,antenatal,A
2103,antenna,A
2104,antepenultimate,A
2105,anterior,A
2106,anteroom,A
2107,Anthea,A
2108,anthem,A
2109,anthemic,A
2110,anther,A
2111,anthill,A
2112,anthologize,A
2113,anthology,A
2114,Anthony,A
2115,Anthony dollar,A
2116,anthracite,A
2117,anthrax,A
2118,anthropo-,A
2119,Anthropocene,A
2120,anthropocentric,A
2121,anthropocentrism,A
2122,anthropoid,A
2123,anthropological,A
2124,anthropologist,A
2125,anthropology,A
2126,anthropomorphic,A
2127,anthropomorphism,A
2128,anthroposophical,A
2129,anthroposophy,A
2130,anthurium,A
2131,anti,A
2132,anti-,A
2133,anti-aircraft,A
2134,antibacterial,A
2135,antibiotic,A
2136,antibody,A
2137,anti-choice,A
2138,Antichrist,A
2139,anticipate,A
2140,anticipation,A
2141,anticipatory,A
2142,anticlerical,A
2143,anticlericalism,A
2144,anticlimactic,A
2145,anticlimax,A
2146,anticline,A
2147,anticlockwise,A
2148,anticoagulant,A
2149,anticonvulsant,A
2150,antics,A
2151,anticyclone,A
2152,antidepressant,A
2153,antidote,A
2154,Antifa,A
2155,antifreeze,A
2156,antigen,A
2157,antiglobalization,A
2158,antigravity,A
2159,Antiguan,A
2160,anti-hero,A
2161,antihistamine,A
2162,anti-inflammatory,A
2163,anti-lock,A
2164,antilogarithm,A
2165,antimatter,A
2166,antimony,A
2167,antioxidant,A
2168,antiparticle,A
2169,antipasto,A
2170,antipathetic,A
2171,antipathy,A
2172,anti-personnel,A
2173,antiperspirant,A
2174,Antipodean,A
2175,antiproton,A
2176,antipyretic,A
2177,antiquarian,A
2178,antiquark,A
2179,antiquated,A
2180,antique,A
2181,antiquity,A
2182,antiretroviral,A
2183,anti-roll bar,A
2184,anti-roll-bar,A
2185,antirrhinum,A
2186,anti-Semite,A
2187,anti-Semitic,A
2188,anti-Semitism,A
2189,antiseptic,A
2190,antisocial,A
2191,anti-tank,A
2192,antithesis,A
2193,antithetical,A
2194,antitrade winds,A
2195,antitrust,A
2196,antitrust legislation,A
2197,antitrust-legislation,A
2198,anti-vax,A
2199,anti-vaxxer,A
2200,antiviral,A
2201,antivirus,A
2202,antler,A
2203,ant lion,A
2204,ant-lion,A
2205,Antoinette,A
2206,Antonia,A
2207,antonio-lopez-de-santa-anna,A
2208,antonym,A
2209,antsy,A
2210,anus,A
2211,anvil,A
2212,anxiety,A
2213,anxious,A
2214,anxiously,A
2215,any,A
2216,anybody,A
2217,anyhoo,A
2218,anyhow,A
2219,any more,A
2220,any-more,A
2221,anyone,A
2222,anyplace,A
2223,any-questions,A
2224,anything,A
2225,any time,A
2226,any-time,A
2227,Anytown,A
2228,anyway,A
2229,anywhere,A
2230,Anzac,A
2231,AOB,A
2232,Aoife,A
2233,aoltm,A
2234,AOL™,A
2235,AONB,A
2236,aorta,A
2237,Aotearoa,A
2238,AP,A
2239,apace,A
2240,Apache,A
2241,apart,A
2242,apart from,A
2243,apart-from,A
2244,apartheid,A
2245,aparthotel,A
2246,apartment,A
2247,apartment block,A
2248,apartment-block,A
2249,apartment hotel,A
2250,apartment-hotel,A
2251,apartment house,A
2252,apathetic,A
2253,apathetically,A
2254,apathy,A
2255,apatosaurus,A
2256,APB,A
2257,ape,A
2258,apeman,A
2259,aperitif,A
2260,aperture,A
2261,aperçu,A
2262,apeshit,A
2263,apex,A
2264,aphasia,A
2265,aphid,A
2266,aphorism,A
2267,aphoristic,A
2268,aphrodisiac,A
2269,API,A
2270,apiary,A
2271,apicultural,A
2272,apiculture,A
2273,apiculturist,A
2274,apiece,A
2275,aplenty,A
2276,aplomb,A
2277,apnoea,A
2278,APO,A
2279,apocalypse,A
2280,apocalyptic,A
2281,apocope,A
2282,apocrypha,A
2283,apocryphal,A
2284,apogee,A
2285,apolitical,A
2286,Apollonian,A
2287,apologetic,A
2288,apologetically,A
2289,apologia,A
2290,apologist,A
2291,apologize,A
2292,apology,A
2293,apoplectic,A
2294,apoplexy,A
2295,aporia,A
2296,apostasy,A
2297,apostate,A
2298,a posteriori,A
2299,a-posteriori,A
2300,apostle,A
2301,apostolic,A
2302,apostrophe,A
2303,apostrophize,A
2304,apothecary,A
2305,apotheosis,A
2306,app,A
2307,appa,A
2308,appal,A
2309,Appalachia,A
2310,appalled,A
2311,appalling,A
2312,appallingly,A
2313,apparat,A
2314,apparatchik,A
2315,apparatus,A
2316,apparel,A
2317,apparent,A
2318,apparently,A
2319,apparent magnitude,A
2320,apparent-magnitude,A
2321,apparition,A
2322,app drawer,A
2323,app-drawer,A
2324,appeal,A
2325,appeal court,A
2326,appeal-court,A
2327,appealing,A
2328,appealingly,A
2329,appear,A
2330,appearance,A
2331,appease,A
2332,appeasement,A
2333,appellant,A
2334,appellate court,A
2335,appellate-court,A
2336,appellation,A
2337,appellative,A
2338,append,A
2339,appendage,A
2340,appendectomy,A
2341,appendicitis,A
2342,appendix,A
2343,appertain,A
2344,appertain to,A
2345,appertain-to,A
2346,appetite,A
2347,appetizer,A
2348,appetizing,A
2349,applaud,A
2350,applause,A
2351,apple,A
2352,apple cart,A
2353,apple-cheeked,A
2354,apple cider,A
2355,applejack,A
2356,apple pie,A
2357,apple-pie,A
2358,apple-pie bed,A
2359,apple-pie order,A
2360,apple sauce,A
2361,apple-sauce,A
2362,applet,A
2363,appliance,A
2364,applicability,A
2365,applicable,A
2366,applicant,A
2367,application,A
2368,application programming interface,A
2369,application-programming-interface,A
2370,applicator,A
2371,applied,A
2372,applied linguistics,A
2373,applied-linguistics,A
2374,appliqué,A
2375,appliquéd,A
2376,apply,A
2377,appoint,A
2378,appointee,A
2379,appointment,A
2380,appointment book,A
2381,appointment calendar,A
2382,apportion,A
2383,apportionment,A
2384,apposite,A
2385,apposition,A
2386,appositional,A
2387,appraisal,A
2388,appraise,A
2389,appraisee,A
2390,appraiser,A
2391,appreciable,A
2392,appreciably,A
2393,appreciate,A
2394,appreciation,A
2395,appreciative,A
2396,appreciatively,A
2397,apprehend,A
2398,apprehension,A
2399,apprehensive,A
2400,apprehensively,A
2401,apprentice,A
2402,apprenticeship,A
2403,apprise,A
2404,appro,A
2405,approach,A
2406,approachable,A
2407,approbation,A
2408,appropriacy,A
2409,appropriate,A
2410,appropriately,A
2411,appropriateness,A
2412,appropriation,A
2413,approval,A
2414,approve,A
2415,approved school,A
2416,approving,A
2417,approvingly,A
2418,approx.,A
2419,approximant,A
2420,approximate,A
2421,approximately,A
2422,approximation,A
2423,app tray,A
2424,appurtenance,A
2425,APR,A
2426,apricot,A
2427,April,A
2428,april-fool-s-day,A
2429,a priori,A
2430,a-priori,A
2431,apron,A
2432,apropos,A
2433,après-ski,A
2434,apse,A
2435,apt,A
2436,apt.,A
2437,aptitude,A
2438,aptly,A
2439,aptness,A
2440,aqua,A
2441,aquaculture,A
2442,aqualung,A
2443,aquamarine,A
2444,aquaplane,A
2445,aquaplaning,A
2446,Aquarian,A
2447,aquarium,A
2448,Aquarius,A
2449,aquarobics,A
2450,aquatic,A
2451,aquatics,A
2452,aquatint,A
2453,aqueduct,A
2454,aqueous,A
2455,aqueous humour,A
2456,aqueous-humour,A
2457,aquifer,A
2458,aquiline,A
2459,AR,A
2460,a-r,A
2461,Arab,A
2462,Arabella,A
2463,arabesque,A
2464,Arabian,A
2465,Arabic,A
2466,arabica,A
2467,Arabic numeral,A
2468,arable,A
2469,arachnid,A
2470,arachnophobia,A
2471,arak,A
2472,a-rake-s-progress,A
2473,Araldite™,A
2474,Aramaic,A
2475,Aran,A
2476,Aran jumper,A
2477,Arapaho,A
2478,Arawak,A
2479,arbiter,A
2480,arbitrage,A
2481,arbitrageur,A
2482,arbitrarily,A
2483,arbitrariness,A
2484,arbitrary,A
2485,arbitrate,A
2486,arbitration,A
2487,arbitrator,A
2488,arboreal,A
2489,arboretum,A
2490,arboricultural,A
2491,arboriculture,A
2492,arboriculturist,A
2493,Arborio,A
2494,arborist,A
2495,arbour,A
2496,arbutus,A
2497,arc,A
2498,arcade,A
2499,Arcadia,A
2500,Arcadian,A
2501,arcana,A
2502,arcane,A
2503,arch,A
2504,arch-,A
2505,archaeological,A
2506,archaeologist,A
2507,archaeology,A
2508,archaeopteryx,A
2509,archaic,A
2510,archaism,A
2511,archangel,A
2512,archbishop,A
2513,archbishopric,A
2514,archdeacon,A
2515,archdiocese,A
2516,archduchess,A
2517,archduke,A
2518,arched,A
2519,arch-enemy,A
2520,archeologist,A
2521,archeology,A
2522,archer,A
2523,archery,A
2524,archetypal,A
2525,archetype,A
2526,Archibald,A
2527,Archie,A
2528,archipelago,A
2529,architect,A
